Label,ID,PIXEL_NUMBER,RED,GREEN,BLUE
Class_1,Class_1_03.csv,13,9,1,1
Class_1,Class_1_03.csv,14,8,0,0
Class_1,Class_1_03.csv,15,12,2,3
Class_1,Class_1_03.csv,16,13,1,2
Class_1,Class_1_03.csv,17,13,0,1
Class_1,Class_1_03.csv,18,14,1,3
Class_1,Class_1_03.csv,19,14,0,2
Class_1,Class_1_03.csv,20,14,0,0
Class_1,Class_1_03.csv,21,13,0,0
Class_1,Class_1_03.csv,22,11,0,0
Class_1,Class_1_03.csv,23,11,1,0
Class_1,Class_1_03.csv,24,11,1,0
Class_1,Class_1_03.csv,25,11,0,0
Class_1,Class_1_03.csv,26,12,0,0
Class_1,Class_1_03.csv,27,12,0,1
Class_1,Class_1_03.csv,28,12,0,1
Class_1,Class_1_03.csv,29,12,0,1
Class_1,Class_1_03.csv,30,14,0,0
Class_1,Class_1_03.csv,31,14,0,0
Class_1,Class_1_03.csv,32,11,0,0
Class_1,Class_1_03.csv,33,12,2,0
Class_1,Class_1_03.csv,34,12,2,1
Class_1,Class_1_03.csv,35,10,0,0
Class_1,Class_1_03.csv,36,12,0,0
Class_1,Class_1_03.csv,37,12,0,0
Class_1,Class_1_03.csv,38,14,2,3
Class_1,Class_1_03.csv,39,15,4,5
Class_1,Class_1_03.csv,40,14,0,0
Class_1,Class_1_03.csv,41,14,1,1
Class_1,Class_1_03.csv,42,10,0,0
Class_1,Class_1_03.csv,43,11,1,0
Class_1,Class_1_03.csv,44,12,2,1
Class_1,Class_1_03.csv,45,12,1,1
Class_1,Class_1_03.csv,46,13,2,2
Class_1,Class_1_03.csv,47,11,0,0
Class_1,Class_1_03.csv,48,11,0,0
Class_1,Class_1_03.csv,49,12,0,1
Class_1,Class_1_03.csv,50,13,0,1
Class_1,Class_1_03.csv,51,13,1,2
Class_1,Class_1_03.csv,52,10,0,0
Class_1,Class_1_03.csv,53,11,2,2
Class_1,Class_1_03.csv,54,11,1,1
Class_1,Class_1_03.csv,55,10,1,0
Class_1,Class_1_03.csv,56,12,1,1
Class_1,Class_1_03.csv,57,11,0,0
Class_1,Class_1_03.csv,58,12,0,1
Class_1,Class_1_03.csv,59,12,0,1
Class_1,Class_1_03.csv,60,11,0,2
Class_1,Class_1_03.csv,61,11,1,3
Class_1,Class_1_03.csv,62,10,1,2
Class_1,Class_1_03.csv,63,12,4,5
Class_1,Class_1_03.csv,64,10,1,2
Class_1,Class_1_03.csv,65,9,0,0
Class_1,Class_1_03.csv,66,10,1,1
Class_1,Class_1_03.csv,67,12,1,1
Class_1,Class_1_03.csv,68,11,0,0
Class_1,Class_1_03.csv,69,12,0,0
Class_1,Class_1_03.csv,70,10,0,2
Class_1,Class_1_03.csv,71,10,0,3
Class_1,Class_1_03.csv,72,10,1,2
Class_1,Class_1_03.csv,73,12,3,4
Class_1,Class_1_03.csv,74,9,1,1
Class_1,Class_1_03.csv,75,12,3,3
Class_1,Class_1_03.csv,76,13,4,4
Class_1,Class_1_03.csv,77,13,3,3
Class_1,Class_1_03.csv,78,11,0,0
Class_1,Class_1_03.csv,79,12,1,0
Class_1,Class_1_03.csv,80,10,0,1
Class_1,Class_1_03.csv,81,11,0,1
Class_1,Class_1_03.csv,82,10,0,1
Class_1,Class_1_03.csv,83,11,1,2
Class_1,Class_1_03.csv,84,10,0,1
Class_1,Class_1_03.csv,85,10,1,1
Class_1,Class_1_03.csv,86,10,0,0
Class_1,Class_1_03.csv,87,11,1,0
Class_1,Class_1_03.csv,88,11,0,0
Class_1,Class_1_03.csv,89,11,0,0
Class_1,Class_1_03.csv,90,12,0,1
Class_1,Class_1_03.csv,91,15,5,6
Class_1,Class_1_03.csv,92,13,1,2
Class_1,Class_1_03.csv,93,11,0,0
Class_1,Class_1_03.csv,94,10,0,0
Class_1,Class_1_03.csv,95,10,0,0
Class_1,Class_1_03.csv,96,11,1,0
Class_1,Class_1_03.csv,97,11,1,0
Class_1,Class_1_03.csv,98,11,1,0
Class_1,Class_1_03.csv,99,11,1,0
Class_1,Class_1_04.csv,0,14,4,3
Class_1,Class_1_04.csv,1,11,0,0
Class_1,Class_1_04.csv,2,12,0,0
Class_1,Class_1_04.csv,3,13,1,1
Class_1,Class_1_04.csv,4,12,0,0
Class_1,Class_1_04.csv,5,12,0,0
Class_1,Class_1_04.csv,6,11,0,0
Class_1,Class_1_04.csv,7,14,1,1
Class_1,Class_1_04.csv,8,12,0,0
Class_1,Class_1_04.csv,9,12,0,0
Class_1,Class_1_04.csv,10,13,4,3
Class_1,Class_1_04.csv,11,11,1,1
Class_1,Class_1_04.csv,12,12,1,1
Class_1,Class_1_04.csv,13,12,0,0
Class_1,Class_1_04.csv,14,12,0,0
Class_1,Class_1_04.csv,15,11,0,0
Class_1,Class_1_04.csv,16,11,0,0
Class_1,Class_1_04.csv,17,11,0,0
Class_1,Class_1_04.csv,18,12,0,0
Class_1,Class_1_04.csv,19,11,0,0
Class_1,Class_1_04.csv,20,13,3,3
Class_1,Class_1_04.csv,21,11,1,0
Class_1,Class_1_04.csv,22,12,1,0
Class_1,Class_1_04.csv,23,12,0,0
Class_1,Class_1_04.csv,24,14,3,2
Class_1,Class_1_04.csv,25,11,0,0
Class_1,Class_1_04.csv,26,13,1,1
Class_1,Class_1_04.csv,27,11,0,0
Class_1,Class_1_04.csv,28,13,1,1
Class_1,Class_1_04.csv,29,13,1,1
Class_1,Class_1_04.csv,30,10,0,0
Class_1,Class_1_04.csv,31,11,1,0
Class_1,Class_1_04.csv,32,11,0,0
Class_1,Class_1_04.csv,33,12,1,1
Class_1,Class_1_04.csv,34,11,0,0
Class_1,Class_1_04.csv,35,12,1,0
Class_1,Class_1_04.csv,36,12,0,0
Class_1,Class_1_04.csv,37,11,0,0
Class_1,Class_1_04.csv,38,12,0,0
Class_1,Class_1_04.csv,39,12,0,0
Class_1,Class_1_04.csv,40,11,0,0
Class_1,Class_1_04.csv,41,12,1,1
Class_1,Class_1_04.csv,42,15,7,6
Class_1,Class_1_04.csv,43,9,0,0
Class_1,Class_1_04.csv,44,12,1,0
Class_1,Class_1_04.csv,45,10,0,0
Class_1,Class_1_04.csv,46,13,2,1
Class_1,Class_1_04.csv,47,11,0,0
Class_1,Class_1_04.csv,48,13,1,0
Class_1,Class_1_04.csv,49,12,0,0
Class_1,Class_1_04.csv,50,12,0,0
Class_1,Class_1_04.csv,51,11,0,0
Class_1,Class_1_04.csv,52,13,2,2
Class_1,Class_1_04.csv,53,11,0,0
Class_1,Class_1_04.csv,54,10,0,0
Class_1,Class_1_04.csv,55,12,0,0
Class_1,Class_1_04.csv,56,11,0,0
Class_1,Class_1_04.csv,57,12,0,0
Class_1,Class_1_04.csv,58,13,1,0
Class_1,Class_1_04.csv,59,12,0,0
Class_1,Class_1_04.csv,60,15,1,2
Class_1,Class_1_04.csv,61,12,0,0
Class_1,Class_1_04.csv,62,11,0,0
Class_1,Class_1_04.csv,63,12,1,0
Class_1,Class_1_04.csv,64,13,0,0
Class_1,Class_1_04.csv,65,14,0,0
Class_1,Class_1_04.csv,66,13,0,0
Class_1,Class_1_04.csv,67,13,0,0
Class_1,Class_1_04.csv,68,13,0,0
Class_1,Class_1_04.csv,69,13,0,0
Class_1,Class_1_04.csv,70,14,0,1
Class_1,Class_1_04.csv,71,14,1,1
Class_1,Class_1_04.csv,72,12,2,1
Class_1,Class_1_04.csv,73,10,0,0
Class_1,Class_1_04.csv,74,11,0,0
Class_1,Class_1_04.csv,75,12,0,0
Class_1,Class_1_04.csv,76,13,1,0
Class_1,Class_1_04.csv,77,11,0,0
Class_1,Class_1_04.csv,78,12,0,0
Class_1,Class_1_04.csv,79,12,0,0
Class_1,Class_1_04.csv,80,11,0,0
Class_1,Class_1_04.csv,81,11,1,1
Class_1,Class_1_04.csv,82,11,4,3
Class_1,Class_1_04.csv,83,9,3,1
Class_1,Class_1_04.csv,84,9,0,0
Class_1,Class_1_04.csv,85,11,1,0
Class_1,Class_1_04.csv,86,9,0,0
Class_1,Class_1_04.csv,87,11,2,0
Class_1,Class_1_04.csv,88,8,0,0
Class_1,Class_1_04.csv,89,10,1,0
Class_1,Class_1_04.csv,90,12,1,1
Class_1,Class_1_04.csv,91,10,1,0
Class_1,Class_1_04.csv,92,10,4,2
Class_1,Class_1_04.csv,93,14,9,6
Class_1,Class_1_04.csv,94,8,0,0
Class_1,Class_1_04.csv,95,10,1,0
Class_1,Class_1_04.csv,96,15,9,7
Class_1,Class_1_04.csv,97,10,2,0
Class_1,Class_1_04.csv,98,10,2,0
Class_1,Class_1_04.csv,99,15,9,6
Class_1,Class_1_05.csv,0,9,3,2
Class_1,Class_1_05.csv,1,9,1,1
Class_1,Class_1_05.csv,2,12,1,1
Class_1,Class_1_05.csv,3,13,0,1
Class_1,Class_1_05.csv,4,11,0,0
Class_1,Class_1_05.csv,5,10,0,0
Class_1,Class_1_05.csv,6,12,4,3
Class_1,Class_1_05.csv,7,8,0,0
Class_1,Class_1_05.csv,8,9,0,0
Class_1,Class_1_05.csv,9,10,0,0
Class_1,Class_1_05.csv,10,15,8,7
Class_1,Class_1_05.csv,11,10,1,1
Class_1,Class_1_05.csv,12,12,1,1
Class_1,Class_1_05.csv,13,10,0,0
Class_1,Class_1_05.csv,14,13,1,1
Class_1,Class_1_05.csv,15,12,2,2
Class_1,Class_1_05.csv,16,12,3,3
Class_1,Class_1_05.csv,17,9,1,0
Class_1,Class_1_05.csv,18,10,0,0
Class_1,Class_1_05.csv,19,10,0,0
Class_1,Class_1_05.csv,20,11,0,0
Class_1,Class_1_05.csv,21,12,1,0
Class_1,Class_1_05.csv,22,11,0,0
Class_1,Class_1_05.csv,23,13,1,1
Class_1,Class_1_05.csv,24,13,1,1
Class_1,Class_1_05.csv,25,10,0,0
Class_1,Class_1_05.csv,26,11,1,0
Class_1,Class_1_05.csv,27,11,1,1
Class_1,Class_1_05.csv,28,9,0,0
Class_1,Class_1_05.csv,29,9,0,0
Class_1,Class_1_05.csv,30,12,0,0
Class_1,Class_1_05.csv,31,14,1,1
Class_1,Class_1_05.csv,32,11,0,0
Class_1,Class_1_05.csv,33,10,0,0
Class_1,Class_1_05.csv,34,11,0,0
Class_1,Class_1_05.csv,35,15,5,5
Class_1,Class_1_05.csv,36,12,1,1
Class_1,Class_1_05.csv,37,12,0,0
Class_1,Class_1_05.csv,38,15,6,6
Class_1,Class_1_05.csv,39,12,2,2
Class_1,Class_1_05.csv,40,12,0,0
Class_1,Class_1_05.csv,41,13,0,1
Class_1,Class_1_05.csv,42,13,2,3
Class_1,Class_1_05.csv,43,11,1,1
Class_1,Class_1_05.csv,44,13,2,2
Class_1,Class_1_05.csv,45,14,1,2
Class_1,Class_1_05.csv,46,12,0,0
Class_1,Class_1_05.csv,47,14,0,1
Class_1,Class_1_05.csv,48,13,0,0
Class_1,Class_1_05.csv,49,12,0,0
Class_1,Class_1_05.csv,50,14,0,2
Class_1,Class_1_05.csv,51,13,0,1
Class_1,Class_1_05.csv,52,8,0,0
Class_1,Class_1_05.csv,53,10,1,1
Class_1,Class_1_05.csv,54,12,2,2
Class_1,Class_1_05.csv,55,12,0,1
Class_1,Class_1_05.csv,56,13,0,0
Class_1,Class_1_05.csv,57,14,0,1
Class_1,Class_1_05.csv,58,13,0,1
Class_1,Class_1_05.csv,59,13,1,2
Class_1,Class_1_05.csv,60,13,0,0
Class_1,Class_1_05.csv,61,12,0,0
Class_1,Class_1_05.csv,62,12,2,1
Class_1,Class_1_05.csv,63,10,2,0
Class_1,Class_1_05.csv,64,10,1,0
Class_1,Class_1_05.csv,65,15,7,6
Class_1,Class_1_05.csv,66,12,1,1
Class_1,Class_1_05.csv,67,12,0,0
Class_1,Class_1_05.csv,68,11,0,0
Class_1,Class_1_05.csv,69,13,3,3
Class_1,Class_1_05.csv,70,13,1,0
Class_1,Class_1_05.csv,71,10,0,0
Class_1,Class_1_05.csv,72,10,1,0
Class_1,Class_1_05.csv,73,9,1,0
Class_1,Class_1_05.csv,74,10,1,0
Class_1,Class_1_05.csv,75,11,2,1
Class_1,Class_1_05.csv,76,12,1,1
Class_1,Class_1_05.csv,77,11,0,0
Class_1,Class_1_05.csv,78,11,0,1
Class_1,Class_1_05.csv,79,10,0,0
Class_1,Class_1_05.csv,80,11,1,1
Class_1,Class_1_05.csv,81,10,1,0
Class_1,Class_1_05.csv,82,11,2,1
Class_1,Class_1_05.csv,83,15,8,8
Class_1,Class_1_05.csv,84,10,1,1
Class_1,Class_1_05.csv,85,10,1,0
Class_1,Class_1_05.csv,86,9,0,0
Class_1,Class_1_05.csv,87,11,0,0
Class_1,Class_1_05.csv,88,12,0,1
Class_1,Class_1_05.csv,89,11,0,0
Class_1,Class_1_05.csv,90,14,6,7
Class_1,Class_1_05.csv,91,12,3,3
Class_1,Class_1_05.csv,92,10,1,1
Class_1,Class_1_05.csv,93,11,1,2
Class_1,Class_1_05.csv,94,9,0,0
Class_1,Class_1_05.csv,95,8,0,0
Class_1,Class_1_05.csv,96,10,0,0
Class_1,Class_1_05.csv,97,11,0,0
Class_1,Class_1_05.csv,98,13,1,1
Class_1,Class_1_05.csv,99,13,0,1
Class_1,Class_1_06.csv,0,11,1,1
Class_1,Class_1_06.csv,1,10,0,0
Class_1,Class_1_06.csv,2,12,3,2
Class_1,Class_1_06.csv,3,10,1,1
Class_1,Class_1_06.csv,4,10,0,0
Class_1,Class_1_06.csv,5,12,2,2
Class_1,Class_1_06.csv,6,10,0,0
Class_1,Class_1_06.csv,7,15,5,4
Class_1,Class_1_06.csv,8,12,0,0
Class_1,Class_1_06.csv,9,13,0,0
Class_1,Class_1_06.csv,10,12,1,1
Class_1,Class_1_06.csv,11,11,0,0
Class_1,Class_1_06.csv,12,11,1,1
Class_1,Class_1_06.csv,13,10,0,0
Class_1,Class_1_06.csv,14,11,0,0
Class_1,Class_1_06.csv,15,10,0,0
Class_1,Class_1_06.csv,16,10,0,0
Class_1,Class_1_06.csv,17,11,1,1
Class_1,Class_1_06.csv,18,13,1,2
Class_1,Class_1_06.csv,19,14,1,2
Class_1,Class_1_06.csv,20,13,0,0
Class_1,Class_1_06.csv,21,13,0,0
Class_1,Class_1_06.csv,22,11,0,0
Class_1,Class_1_06.csv,23,13,1,1
Class_1,Class_1_06.csv,24,11,0,0
Class_1,Class_1_06.csv,25,13,1,2
Class_1,Class_1_06.csv,26,15,6,6
Class_1,Class_1_06.csv,27,11,2,2
Class_1,Class_1_06.csv,28,10,0,1
Class_1,Class_1_06.csv,29,11,0,1
Class_1,Class_1_06.csv,30,14,0,0
Class_1,Class_1_06.csv,31,14,0,1
Class_1,Class_1_06.csv,32,15,2,3
Class_1,Class_1_06.csv,33,13,0,0
Class_1,Class_1_06.csv,34,12,0,0
Class_1,Class_1_06.csv,35,11,0,0
Class_1,Class_1_06.csv,36,10,0,0
Class_1,Class_1_06.csv,37,11,1,1
Class_1,Class_1_06.csv,38,11,1,1
Class_1,Class_1_06.csv,39,11,0,1
Class_1,Class_1_06.csv,40,15,0,2
Class_1,Class_1_06.csv,41,13,0,0
Class_1,Class_1_06.csv,42,12,0,0
Class_1,Class_1_06.csv,43,15,2,3
Class_1,Class_1_06.csv,44,14,0,1
Class_1,Class_1_06.csv,45,13,0,1
Class_1,Class_1_06.csv,46,12,0,0
Class_1,Class_1_06.csv,47,12,0,0
Class_1,Class_1_06.csv,48,12,0,0
Class_1,Class_1_06.csv,49,12,0,0
Class_1,Class_1_06.csv,50,12,0,1
Class_1,Class_1_06.csv,51,14,1,3
Class_1,Class_1_06.csv,52,12,0,1
Class_1,Class_1_06.csv,53,13,0,1
Class_1,Class_1_06.csv,54,14,1,2
Class_1,Class_1_06.csv,55,13,0,1
Class_1,Class_1_06.csv,56,11,0,0
Class_1,Class_1_06.csv,57,13,0,1
Class_1,Class_1_06.csv,58,13,0,1
Class_1,Class_1_06.csv,59,13,0,0
Class_1,Class_1_06.csv,60,11,0,3
Class_1,Class_1_06.csv,61,10,0,2
Class_1,Class_1_06.csv,62,15,9,11
Class_1,Class_1_06.csv,63,11,0,2
Class_1,Class_1_06.csv,64,11,0,2
Class_1,Class_1_06.csv,65,11,0,2
Class_1,Class_1_06.csv,66,12,1,3
Class_1,Class_1_06.csv,67,15,4,5
Class_1,Class_1_06.csv,68,11,0,0
Class_1,Class_1_06.csv,69,11,0,0
Class_1,Class_1_06.csv,70,10,0,2
Class_1,Class_1_06.csv,71,11,1,3
Class_1,Class_1_06.csv,72,10,0,2
Class_1,Class_1_06.csv,73,14,4,5
Class_1,Class_1_06.csv,74,10,0,1
Class_1,Class_1_06.csv,75,10,0,1
Class_1,Class_1_06.csv,76,10,0,0
Class_1,Class_1_06.csv,77,10,0,0
Class_1,Class_1_06.csv,78,10,0,0
Class_1,Class_1_06.csv,79,10,0,0
Class_1,Class_1_06.csv,80,11,0,0
Class_1,Class_1_06.csv,81,10,0,0
Class_1,Class_1_06.csv,82,13,1,1
Class_1,Class_1_06.csv,83,12,0,0
Class_1,Class_1_06.csv,84,12,0,0
Class_1,Class_1_06.csv,85,12,0,0
Class_1,Class_1_06.csv,86,13,1,0
Class_1,Class_1_06.csv,87,12,0,0
Class_1,Class_1_06.csv,88,15,10,8
Class_1,Class_1_06.csv,89,12,1,0
Class_1,Class_1_06.csv,90,15,7,6
Class_1,Class_1_06.csv,91,13,1,0
Class_1,Class_1_06.csv,92,12,0,0
Class_1,Class_1_06.csv,93,12,0,0
Class_1,Class_1_06.csv,94,13,0,0
Class_1,Class_1_06.csv,95,14,1,0
Class_1,Class_1_06.csv,96,14,1,0
Class_1,Class_1_06.csv,97,12,0,0
Class_1,Class_1_06.csv,98,14,2,1
Class_1,Class_1_06.csv,99,11,0,0
Class_1,Class_1_07.csv,0,12,0,0
Class_1,Class_1_07.csv,1,12,0,0
Class_1,Class_1_07.csv,2,12,1,0
Class_1,Class_1_07.csv,3,11,2,0
Class_1,Class_1_07.csv,4,10,0,0
Class_1,Class_1_07.csv,5,15,7,6
